resources_count,followers_count,honor_score,views_count,likes_count,favorites_count,comments_count,duration,title,embed_url
23,16,210,3124,3,0,0,05:53,临海红杉林.mp4,https://www.djivideos.com/video_play/b0375429-3077-484a-a806-54886f675ce1
13,9,124,2298,1,0,0,03:53,2015 East Africa720i.mp4,https://www.djivideos.com/video_play/b76b2fe7-0c2a-4c41-9351-28245ad85079
53,1057,816,5976,39,6,6,01:37,航拍澳洲心脏乌鲁鲁,https://www.djivideos.com/video_play/47c96e36-73e8-4919-b968-e08fa2c49b43
2,5,55,305,4,0,0,01:21,ElDiviso_FarmHouse_Phantom3,https://www.djivideos.com/video_play/98337b59-0f6c-49d2-bd56-ad03fc9b7eea
12,33,56,189,3,0,0,02:49,Tsunoshima,https://www.djivideos.com/video_play/bbe4c10a-9567-45c0-8f60-f6a1deb1d1fb
107,13,614,163,2,0,0,02:56,12-12-2015 陳亞洲在三門仔魚排&比華利山.mp4,https://www.djivideos.com/video_play/a1f4f7a8-1a58-416f-b7d3-637a50676452
14,12,130,218,7,0,1,02:32,Duke of Lancaster ship,https://www.djivideos.com/video_play/6d403c9d-a04d-48ef-becb-50d8634c5f4c
18,14,100,76,0,0,0,01:52,2015 Aerial Photography,http://player.youku.com/embed/XMTQxMjAwNTk4MA==?isAutoPlay=1
3,3,113,235,1,0,0,01:39,柘城宣传片    大美柘城,https://www.djivideos.com/video_play/1b639039-c171-4359-86b4-aa123cc2555d
5,4,102,163,2,0,0,01:05,"Baldwin Auditorium, Duke University",https://www.djivideos.com/video_play/1d511035-837f-456b-8a02-86a755d2f86c
31,28,327,129,3,0,0,02:58,pallanzaHD,https://www.djivideos.com/video_play/27d26578-eb8e-41bc-bd06-e032b7b9d95e
12,9,104,155,3,0,0,00:48,珠海石溪驿站,https://www.djivideos.com/video_play/ba17c173-a00f-4cb2-bdd3-b0fc26c6e997
21,62,384,586,4,1,3,05:41,精灵入手试飞,https://www.djivideos.com/video_play/666cd501-bca5-4b44-8182-4d784ee6f80a
12,9,104,268,0,0,0,00:28,珠海阳光咀沙滩,https://www.djivideos.com/video_play/3d8b6d7e-5a27-4a37-a7f9-3aa3cf657470
55,36,1125,201,1,0,0,00:15,Emirates Towers - Look Down!,https://www.djivideos.com/video_play/7e248839-3a8a-417c-9ef9-767d4c8249de
7,6,59,326,4,0,1,00:37,A Walk In The Park,https://www.djivideos.com/video_play/c6d6cd20-0769-4b17-96c6-5ae084c01d2f
38,15,106,135,1,0,0,08:29,ANDY生活就是这样,https://www.djivideos.com/video_play/c9b23c45-56ea-43c6-a684-acb84178eab7
90,198,1689,319,1,1,0,03:50,Albany Quarry,https://www.djivideos.com/video_play/f3880e9f-3ddf-4b33-bc04-a63dc89afa4e
17,67,117,142,2,0,0,01:59,Flamants Roses.mov,https://www.djivideos.com/video_play/986ac546-edda-4420-a1b8-ad19024fb105
7,16,50,136,0,0,0,03:58,Vla?im5,https://www.djivideos.com/video_play/168a922f-a968-4745-896e-6ae394d7e962
64,50,245,941,1,0,3,03:29,飞越山大 SXU from ABOVE,https://www.djivideos.com/video_play/35c6d896-7094-4c1d-8407-bb6489402a20
195,7430,6033,18654,294,120,23,01:02,Shanghai Pudong Century Avenue and Lujiazui,https://www.djivideos.com/video_play/8f2bb95e-de35-4348-9234-89a3919662db
2,4,52,239,2,0,0,00:58,BOSTANCI,https://www.djivideos.com/video_play/05e8203f-8aef-4b04-a1ea-5bf14194eebe
75,121,361,515,0,0,0,01:26,大禹渡鱼宴航拍,https://www.djivideos.com/video_play/c640f8f6-f75f-4f6f-a1d4-a4974431f45b
9,15,256,112,0,0,0,00:19,PorcelainRose,https://www.djivideos.com/video_play/bb54d19b-fa9f-41c5-a3cc-03caa75e5e92
4,2,104,267,0,0,0,03:35,澳洲墨尔本迪肯大学Burwood校区航拍,https://www.djivideos.com/video_play/cae8b019-47c1-4521-b70f-3181c94b58dc
12,9,50,275,1,0,0,04:42,DavidCaruso Band_Ci Vediamo Domani,https://www.djivideos.com/video_play/11d2d6b9-0748-4039-96f0-9440ff5afa0b
8,1,50,168,0,0,0,03:00,20151212世纪公园.mp4,https://www.djivideos.com/video_play/f01edb05-2bae-48fd-a3cd-eee0f056bd93
1,1,50,80,0,0,0,03:58,Vla?im,https://www.djivideos.com/video_play/9c2bb637-3c67-4b47-892a-674e0744dee2
27,153,364,399,1,0,0,02:17,Dji Phantom 3 records Shotgun shoot - Clay pigeons,https://www.djivideos.com/video_play/8cad5cab-7cc8-4073-913b-bbfa6bad0fec
6,8,104,66,3,0,0,04:05,River Erkina_,https://www.djivideos.com/video_play/20f35158-7066-4972-acdb-9d2270df315e
6,85,185,350,94,9,1,00:20,Elbow Falls,https://www.djivideos.com/video_play/77d9b7d8-ec2c-4923-8ec4-cd24ef0c78ab
8,1225,407,2649,231,75,9,02:05,New York City - Amazing Aerial Drone Video tour,https://www.djivideos.com/video_play/b1290747-75af-4300-b152-77a8963868d9
8,41,228,715,10,3,1,02:44,婚纱拍摄花絮（试航拍）,https://www.djivideos.com/video_play/4f2e609f-b0fe-443b-879e-180fa68b3131
37,1032,1229,6748,319,93,24,04:27,Extrem Iceland,https://www.djivideos.com/video_play/833933a1-64db-4fba-b8f2-1c28a8dcf7f8
11,63,175,2314,23,10,5,00:53,浙江安吉-随拍古云鸿塔,https://www.djivideos.com/video_play/6fc337f1-151a-4b69-acc9-0bf5a8545590
12,36,188,288,7,0,0,03:47,Highlights of 2015 in 4K,https://www.djivideos.com/video_play/d63eb5a5-5737-4ece-9bf6-483e77620a01
5,8,52,154,2,1,1,02:40,深秋,https://www.djivideos.com/video_play/d7f0e742-d3eb-4085-a0e9-c1c9840d9da8
5,2,56,119,5,0,1,03:24,Patzcuaro,https://www.djivideos.com/video_play/a54e0ac7-84ea-4d63-8061-3ba00df6ec4a
37,107,81,2280,185,37,44,00:32,天鹅也会生气！,https://www.djivideos.com/video_play/2150b9ff-08a4-4561-bf30-64799dfaa011
3,9,56,710,6,0,0,00:17,泰北风光延时摄影,https://www.djivideos.com/video_play/ab3ee925-b013-4e52-8311-9041df4866fb
50,14,63,199,9,2,0,00:59,#航拍小样#台州临海1211,https://www.djivideos.com/video_play/d0282922-f229-4418-9030-5f50c85e4faa
2,8,56,190,6,0,0,02:16,So Far Way,https://www.djivideos.com/video_play/de4ce024-ad43-4ff6-8360-3817301ad498
11,63,175,869,5,2,0,02:06,浙江安吉-商会大厦,https://www.djivideos.com/video_play/c61b9cf5-6f3e-4441-8841-0223a6a92d28
13,25,279,272,2,0,0,01:56,First Fly Over Water.mov,https://www.djivideos.com/video_play/59e7e990-1f5f-48e0-921a-d36522e938ca
361,417,545,709,32,4,5,04:19,2015.12.08 [PHANTOM3] 大潭水塘,https://www.djivideos.com/video_play/7843223b-0c13-467a-bf26-0664f4b6afe8
361,417,545,173,3,0,0,02:09,2015.12.03 [PHANTOM3] 大美督,https://www.djivideos.com/video_play/fb8a192e-e505-4836-9d74-b12b5955c0cc
361,417,545,273,2,0,0,02:38,2015.11.29 [PHANTOM3] 鹿頸谷埔,https://www.djivideos.com/video_play/f65c5bc3-3cee-459e-8843-a456938894eb
361,417,545,217,1,0,0,02:12,2015.11.09 [PHANTOM3] 河水鄉,https://www.djivideos.com/video_play/d500fd36-b219-495f-818a-10f6897590d0
184,8805,3769,6098,21,8,4,01:29,在远方-预告2（致远方）,https://www.djivideos.com/video_play/877d4102-2153-4c0c-8a26-dcc1e6f1f999
192,3263,5065,788,9,0,0,01:37,Cornagera Bergamo Italy,https://www.djivideos.com/video_play/98a34416-fbba-4c55-91de-ab13e8d82498
20,18,109,222,3,0,0,00:34,kapuas bundaran besar .mp4,https://www.djivideos.com/video_play/75ea14d0-2ba7-4c97-8f9d-9ec7f8a2e780
42,67,181,724,28,12,6,01:38,A tour of Amberley Castle - West Sussex.,https://www.djivideos.com/video_play/341084ae-87a2-423f-a5e7-0ab446961740
341,1078,3053,265,3,0,0,01:10,Hefei Crowne Plaza.mov,https://www.djivideos.com/video_play/88ac3311-a55f-4a23-9c78-fd55e7184ce9
164,6807,8758,2824,8,6,0,02:47,禅思XT热成像相机介绍视频,https://www.djivideos.com/video_play/3fe862aa-0864-4537-8209-b42ce414a349
11,300,358,308,3,0,0,00:18,Horses running free on the beach,https://www.djivideos.com/video_play/a8794055-f3da-43d4-9653-66eed13d8dba
11,300,358,582,2,1,0,00:39,Peaceful woods and a sunset.,https://www.djivideos.com/video_play/3c871aaa-277f-485a-9581-33e6cda20f62
11,300,358,290,4,0,0,00:54,Like a seagull,https://www.djivideos.com/video_play/86a5cc89-98d8-4d51-81d6-e279ea4b972d
30,63,115,1164,35,11,6,03:15,额济纳~胡杨林.avi,https://www.djivideos.com/video_play/e585203d-a02e-4387-a15c-b59d28a68902
24,12,129,195,3,1,0,02:30,石垣島散歩,https://www.djivideos.com/video_play/bb3389ed-1145-4631-aa93-77244362133f
195,7430,6033,3970,143,42,8,01:03,Shanghai Lujiazui and Bund,https://www.djivideos.com/video_play/bfbbc1b4-7d07-41c6-9df8-1f90e5c2282a
11,13,104,71,1,0,0,03:01,1292015,https://www.djivideos.com/video_play/38db4409-3b88-46a6-8ced-d2c9131561c5
2,6,54,119,3,0,0,04:14,笏孟家大佛,https://www.djivideos.com/video_play/5c8e38e1-eab9-40e4-bb13-32cb28257c5c
23,94,306,644,77,6,5,01:31,從西灣看四周,https://www.djivideos.com/video_play/87e09ffc-ae69-472f-abf9-c4fbbb7822f3
22,23,124,34,0,0,0,02:20,金寨县古碑镇航拍片,http://player.youku.com/embed/XODE1MjYwMzQw?isAutoPlay=1
14,98,131,231,11,1,1,01:25,Sunset Flight,https://www.djivideos.com/video_play/5f14fa12-5a21-467f-b57f-3907d90d261a
7,491,311,3553,299,125,15,03:51,ABOVE MY KRASNOYARSK - Красноярск СВЕРХУ,https://www.djivideos.com/video_play/5e7d7070-dc6f-4f45-baa0-980dc4e38950
4,34,117,310,9,0,2,00:58,渡嘉敷島 tokashiki island okinawa kapan,https://www.djivideos.com/video_play/0e206b02-a37d-42b0-9dee-fd031af90e89
4,34,117,345,13,3,1,00:00,minna island okinawa  japan,https://www.djivideos.com/video_play/5d03f493-0207-4cf0-a1eb-5691cf476e50
45,52,235,390,12,2,0,00:00,Living Hawaii 2015,https://www.djivideos.com/video_play/3c20e65c-c702-4bea-86f9-9f6e4b066d1c
31,588,669,49723,202,87,22,06:05,Back to Bali ／ 重返巴厘,https://www.djivideos.com/video_play/f263e262-11a5-4712-a861-6399491a72e4
13,25,279,180,3,0,0,00:21,Aliens,https://www.djivideos.com/video_play/eaf38e2b-efde-4298-b15c-b44918192048
12,276,462,1057,7,0,0,04:40,LIU POST From Above,https://www.djivideos.com/video_play/7ce99515-7c5e-48e9-a064-ac70badc10ad
1,2,50,102,1,0,0,03:47,DJI_0002.MOV,https://www.djivideos.com/video_play/84ec874f-4265-4f45-a33b-0cefc2564e43
102,142,1357,375,3,0,0,06:05,DRIFT- for lovers of speed,https://www.djivideos.com/video_play/d06e3d28-b88c-4489-bb6a-a05686540983
2,7,58,5569,10,0,4,04:58,春城·昆明,https://www.djivideos.com/video_play/242b23de-fb2d-44ce-9cec-9bffe9b975c2
9,4,52,82,0,0,0,04:48,2015别峰古寺,http://player.youku.com/embed/XMTM2Mzk2NzY1Mg==?isAutoPlay=1
4,905,225,11794,246,159,55,02:06,云南 ? 行摄之旅 - Nemo Film,https://www.djivideos.com/video_play/c264b7a7-6a4b-44c8-827d-4578deb466c9
3,11,108,354,3,0,0,01:02,Trasa ?azienkowska,https://www.djivideos.com/video_play/70e6f5ae-0e20-4e2c-a616-343f02ca8931
13,18,356,253,9,0,0,00:13,"Lighthouse in Lighthouse Park, West Vancouver",https://www.djivideos.com/video_play/745118f3-1cca-40a7-9988-567b6abdda06
13,18,356,216,4,0,0,00:15,Lighthouse Dronie,https://www.djivideos.com/video_play/be3b38e6-36a7-4bdb-8617-04c4d6b74ae1
13,18,356,315,5,0,1,00:15,Ocean of Fog,https://www.djivideos.com/video_play/1b50486e-f63b-4860-b6ca-62cdfaab3d7f
19,13,54,280,2,1,0,00:41,杭州,https://www.djivideos.com/video_play/e6e0f36b-f999-4bef-9faf-afe7eb0451d3
23,4,50,879,0,1,1,04:11,凌空SOHO,http://player.youku.com/embed/XMTM4NDY2NTg2OA==?isAutoPlay=1
11,10,62,550,2,1,0,01:09,阅江揽胜-大疆精灵航拍南京阅江楼,https://www.djivideos.com/video_play/162dc388-16b5-408d-b990-096ad525d666
9,129,196,470,17,5,0,04:39,Phantom oberhalb von Zermatt,https://www.djivideos.com/video_play/d86d7c29-bc6b-4db2-a3bc-dcf645e83fcf
1,8,56,146,5,0,0,00:34,台灣 屏東 三地門 山川琉璃吊橋.mp4,https://www.djivideos.com/video_play/77d9fdd4-7b5e-4533-82ba-f760fe2d8b4f
3,10,59,441,13,3,0,01:54,20151209163513.mp4,https://www.djivideos.com/video_play/5b433cdb-507b-4f1c-ab9b-dd3e8dc8e6c3
3,13,50,98,1,0,0,03:32,Tea Mountain,https://www.djivideos.com/video_play/c9610768-927f-4e65-a45a-c45bf337c686
3,27,173,207,6,0,0,01:29,爱剪辑-长风景畔.mp4,https://www.djivideos.com/video_play/1de924ae-b07f-4ef4-853e-1a7450298785
10,8,256,76,2,0,0,02:00,Dam Co.mp4,https://www.djivideos.com/video_play/b5b03dee-17f6-4f51-b975-3819430e6b53
3,4,50,106,1,0,0,01:31,Serenity,https://www.djivideos.com/video_play/9c1131ac-e63c-41b7-9d77-8c4fabc29c07
107,13,614,162,2,0,0,03:22,8:12:2015 陳亞洲大尾督水霸.mp4,https://www.djivideos.com/video_play/c9f637c6-da01-4edb-9e30-f87494898cf5
20,46,469,198,29,6,2,00:14,"Oh, the places you'll go",https://www.djivideos.com/video_play/32df44cc-1e5e-44c5-853b-1af12842f846
19,9,112,311,6,1,0,00:23,"Chapel Of The Holy Cross Sedona,Arizona",https://www.djivideos.com/video_play/47a505fa-b136-4d34-abbf-88910be62d8e
52,207,319,1475,23,8,2,04:06,汾河之阳（the north of fenhe river）,https://www.djivideos.com/video_play/9fe679a7-f0a2-4bab-a5f4-fe9cdf73dd3a
3,37,118,690,3,1,0,02:39,深圳前海,https://www.djivideos.com/video_play/d6906a5e-b45b-44e7-bc0e-d90bb5e2f65a
64,12,262,138,2,0,0,02:20,大剧院,https://www.djivideos.com/video_play/f7a588ba-3d9d-4aff-a612-b3e75000775f
64,12,262,120,1,0,0,01:13,洪崖洞,https://www.djivideos.com/video_play/c6972f57-9f80-4944-9eb0-b71726296204
24,23,271,241,4,0,1,01:34,郴州回龙山云海,https://www.djivideos.com/video_play/1964b7c5-132c-47f2-b83d-a9fe7f6610ae
52,207,319,261,1,0,0,04:09,【汾阳】纪念一二·九运动 -To commemorate the December ninth movement long distance race,https://www.djivideos.com/video_play/ba680730-462c-4002-8f31-8e901564b59c
164,6807,8758,2981,15,4,0,00:52,DJI大疆创新深圳欢乐海岸旗舰店开业预告,https://www.djivideos.com/video_play/ca14bdd3-d7da-4b16-8256-997a4c8e0b5d
51,114,214,220,4,0,0,06:50,Серафимовский мужской монастырь,https://www.djivideos.com/video_play/ff3bc50d-db97-449e-8597-9e482221606f
1,2,50,70,0,0,0,02:32,Fireworks,https://www.djivideos.com/video_play/3ffa1f94-361f-4630-80c2-995d8abd5b36
12,554,331,1101,11,3,4,02:12,我们的航拍第四篇污水处理工程20151209.mp4,https://www.djivideos.com/video_play/ddf5b67d-e7db-4735-be0a-558a87785b36
22,73,493,394,0,0,0,01:07,“悟”雪中航拍中山陵,http://player.youku.com/embed/XODgyNDQzNjk2?isAutoPlay=1
192,3263,5065,696,8,0,2,02:32,Shrine SanPatrizio seen from Phantom 3 Italy,https://www.djivideos.com/video_play/eba82f6a-560b-4b53-91fa-415f57055ab5
22,73,493,239,1,0,2,01:27,“悟”巴厘岛航拍,https://www.djivideos.com/video_play/9efb54ac-27aa-46ce-b883-472eae769b7c
22,73,493,139,1,2,0,00:39,不同南京,https://www.djivideos.com/video_play/54a4de8d-c658-4e46-bc08-7c4a671f361d
43,65,879,231,6,0,0,01:56,IMG_0278,https://www.djivideos.com/video_play/a7e4070a-50b6-4650-ae33-d9d792833b9e
43,65,879,230,7,0,0,01:56,IMG_0277,https://www.djivideos.com/video_play/f3dcada1-bff1-4f76-8b15-fdf6f1b7c8b0
43,65,879,202,3,0,0,03:40,IMG_0281,https://www.djivideos.com/video_play/6e13b277-aec8-4c09-969c-678bc1c9a01a
43,65,879,182,3,0,0,04:21,IMG_0285,https://www.djivideos.com/video_play/390d1a9f-4eca-4923-81a0-6942059db1aa
43,65,879,429,3,0,0,04:34,IMG_0309,https://www.djivideos.com/video_play/c0ddde33-33c6-470f-9ef7-0d77a2243179
9,3,54,44,3,0,0,00:56,14072015 Victoria Park 1.MOV,https://www.djivideos.com/video_play/f34382c2-8817-47f3-a680-182283a332f2
195,7430,6033,1019,10,6,0,01:39,Shanghai Railway Station,https://www.djivideos.com/video_play/aad242d5-52c5-4f50-950d-ee8923c4d5aa
33,11,1038,350,2,0,0,00:15,Instagram bmw M3 drift video,https://www.djivideos.com/video_play/a06251ec-850c-42f4-946e-1fa06b5e856e
33,11,1038,75,2,0,0,00:15,Instagram Video from track day,https://www.djivideos.com/video_play/21d18fa8-d1a5-49ee-be20-0481db153417
31,28,327,61,2,0,0,00:48,cannero4,https://www.djivideos.com/video_play/9bc0d99d-5161-4ca8-8e14-0c0527f68045
37,1032,1229,1091,5,1,0,04:26,极致冰岛（Extrem Iceland),http://player.youku.com/embed/XMTQwNDA0MTEzMg==?isAutoPlay=1
31,28,327,115,3,0,0,01:29,cannero3,https://www.djivideos.com/video_play/df1ab8fc-cff4-4b34-9c87-b6119b05fab2
29,1398,1227,886,24,8,3,01:49,The Phantom of the Pond,https://www.djivideos.com/video_play/1fe491bf-f4eb-4e4a-8e20-7e7d51bae292
31,28,327,76,5,0,0,00:48,cannero2,https://www.djivideos.com/video_play/419601f1-4e61-478e-945d-3bb2ae697ca8
12,10,60,352,6,0,0,02:27,KIZ KULES? ?STANBUL TURKEY,https://www.djivideos.com/video_play/de2e5f96-c0d2-4f81-8ea1-dd0a368c7f62
9,40,240,503,39,10,2,01:47,Comino 5.0,https://www.djivideos.com/video_play/bb323531-906a-46f6-b26b-12943f4159c4
89,66,245,476,19,2,6,04:55,蓟县毛家峪滑雪场冬季航拍,https://www.djivideos.com/video_play/49ef972c-e93b-410c-bfe2-a8b02f474170
8,7,307,8515,0,0,0,03:04,东鹏特饮飞跃鄱阳湖热气球挑战赛,http://player.youku.com/embed/XMTM2MzQ4NjM0MA==?isAutoPlay=1
8,7,307,8042,1,2,0,02:50,"东方好莱坞,横店影视城",http://player.youku.com/embed/XMTM5NTcxNTM4MA==?isAutoPlay=1
8,7,307,782,0,0,0,02:00,东鹏热饮杯“飞跃跃鄱阳湖”热气球挑战赛,http://player.youku.com/embed/XMTM5NTQ3ODQ5Mg==?isAutoPlay=1
3,7,112,195,6,0,4,07:14,巴厘岛最后.mp4,https://www.djivideos.com/video_play/7e35bbdc-6b93-432a-b1ac-739841c5f0a4
3,7,112,1145,5,0,0,07:54,乌拉盖合格1.mp4,https://www.djivideos.com/video_play/eb248d0c-91a7-45c5-b268-50bed9047265
1,4,55,53,4,0,0,03:07,Some fun at the California cost with my Phantom 3 Pro,https://www.djivideos.com/video_play/628801fb-ec86-438e-8b8e-55378fd8ebdb
272,11601,2743,711,20,3,0,01:34,DJI Phantom 3 - “To Not Yield”,https://www.djivideos.com/video_play/ee182fbb-d687-4af1-8ce2-2cc97b1efd48
272,11601,2743,515,1,1,0,02:18,DJI Phantom 3 - “A Youth Sublime”,https://www.djivideos.com/video_play/04601947-b7a7-4fc2-8e90-822a54dc64cc
272,11601,2743,728,0,0,0,01:28,DJI Phantom 3 - “A Tumult of Harmonies”,https://www.djivideos.com/video_play/3278833f-39a7-489b-8cc3-86f518234bc6
272,11601,2743,512,0,1,0,00:00,DJI Phantom 3 - “A Map to the Stars”,https://www.djivideos.com/video_play/60195794-c8dd-478c-ad49-4bc6747c5dae
6,8,104,117,1,0,0,08:32,Rathdowney Flood Plains_01,https://www.djivideos.com/video_play/65adb6af-7a47-473d-88ef-849c1ca47659
72,293,997,288,13,0,0,00:45,"Church in Varna, Bulgaria",https://www.djivideos.com/video_play/79535e4e-6d97-42fa-b4d1-09a42a7c34d4
6,5,173,211,2,0,0,00:07,Abandoned tennis court,https://www.djivideos.com/video_play/3f279955-8c94-44e6-af09-b3dfbf8f5f5f
11,300,358,339,15,2,0,02:49,THAILAND 2015,https://www.djivideos.com/video_play/0aa7e2d8-c51b-46de-a262-3ac0dbd63590
34,3842,597,1525,253,23,17,04:37,Krit 2013,https://www.djivideos.com/video_play/957c3947-b668-4365-88ea-b24cc6234bc5
34,3842,597,3759,316,47,14,04:45,Antalija iz vazduha logo.avi,https://www.djivideos.com/video_play/f292c085-7b27-4ef4-99c7-6c49a088f49b
34,3842,597,486,123,13,4,02:45,Arad i Banat final,https://www.djivideos.com/video_play/04bfedef-d4d5-4d4a-8374-768730dfc114
5,13,50,214,1,0,0,03:22,For Gina,https://www.djivideos.com/video_play/14d6b512-482e-4930-bfb7-0d30ae81a3c5
42,833,1254,1505,5,0,0,02:19,航拍格凸河,https://www.djivideos.com/video_play/4e36fe32-70ae-437c-a306-287095f9db73
20,21,54,266,3,0,0,03:20,Taiwan Northern Shore,https://www.djivideos.com/video_play/8e7e4caf-d95c-45c5-a5a6-961af2981603
37,19,852,194,1,0,0,03:50,Inje Motorsports Festival - 2015. 11. 28 ~ 29,https://www.djivideos.com/video_play/6225a1bb-cf8f-4cd8-85bc-11bc3b78a5f5
341,1078,3053,295,0,0,1,01:58,Good Morning Hefei.mov,https://www.djivideos.com/video_play/d18d1e73-26df-4677-bf95-ce7cc83b60a9
341,1078,3053,365,2,2,0,01:07,Shanghai Bund Beach.mov,https://www.djivideos.com/video_play/efac4443-5bd0-4c7c-8d5f-da83b1c57a1d
341,1078,3053,461,2,2,0,01:03,Good Morning GuangZhou CBD.mov,https://www.djivideos.com/video_play/e98c9253-8bd5-4ac7-89a0-7beefd3ac320
341,1078,3053,22965,5,2,0,01:06,Shanghai Bund SOHO.mov,https://www.djivideos.com/video_play/b165f0d1-3836-459a-8a93-96973684aebd
36,42,314,183,1,0,0,01:38,La Estrella de Puebla,https://www.djivideos.com/video_play/f0741338-5e58-4c40-8ae4-5fd225f2f5a8
36,42,314,137,3,0,0,01:22,"Estadio Cúahutémoc, Puebla, México.",https://www.djivideos.com/video_play/d570e826-22de-417c-b1a5-843b0262e5a8
164,6807,8758,3009,1,3,0,03:27,“悟”使用教程——1345T快拆式螺旋桨安装演示,https://www.djivideos.com/video_play/15c4c876-e769-40a3-8b8e-4621589f15b1
4,2,50,497,1,0,0,02:37,MarineTek-1920x1080,https://www.djivideos.com/video_play/bfaf7056-044a-477f-bcc5-3496e64eb245
89,66,245,312,2,0,0,04:09,蓟县于桥水库冬季航拍,https://www.djivideos.com/video_play/e26df97c-b6d1-4923-bcd6-fbc2f33fe45f
30,32,490,170,2,0,0,00:10,PRAY,https://www.djivideos.com/video_play/991ec5ed-91e0-41d5-8d4c-c462b379f1b0
30,32,490,321,1,0,0,00:20,Labuan Bajo,https://www.djivideos.com/video_play/b203181b-525c-4c66-90d4-0f8143b16e25
14,77,134,1787,1,2,0,04:35,红旗飘飘,https://www.djivideos.com/video_play/f2bfa132-c0dc-4565-a583-6cc4ff4837d3
6,1,50,40,0,0,0,01:36,Bolombolo ,https://www.djivideos.com/video_play/b4d69bc7-6369-4a0f-a828-19e6b8d9e486
164,6807,8758,147489,1627,504,189,03:30,DJI品牌故事 - 不老飞手,https://www.djivideos.com/video_play/6bbcedf2-ab9d-4a52-85cc-32ccf3980335
39,123,289,240,1,0,0,01:41,IMG_0234.MOV,https://www.djivideos.com/video_play/4f49a0ed-7ccc-43aa-a388-d7f5c72b5b54
272,11601,2743,1407,9,8,0,01:39,DJI Osmo - Japan,https://www.djivideos.com/video_play/a821a3a1-b129-4bb5-8307-2ea3de94fbb5
272,11601,2743,691,1,3,1,01:04,DJI Osmo - Peru,https://www.djivideos.com/video_play/f5b06253-95c2-4a85-97af-ae2e571d4f5b
272,11601,2743,1027,1,2,0,01:04,DJI Osmo - Spain,https://www.djivideos.com/video_play/ce2ce725-f431-455c-8a3b-60d84aa5b9da
272,11601,2743,577,0,0,0,01:03,DJI Osmo - Southwestern United States,https://www.djivideos.com/video_play/09b0b0c5-ced6-46e0-9b7c-d080b09016a2
272,11601,2743,932,1,3,0,02:06,DJI Osmo - Moments,https://www.djivideos.com/video_play/79c18967-4b9c-4432-967c-b62211f4867a
272,11601,2743,1001,4,4,0,01:02,DJI Osmo - India,https://www.djivideos.com/video_play/9cda6881-3bb3-43e3-b5d2-0bd9e7dbd011
4,28,65,3891,17,3,0,02:06,OSMO偶遇2015深圳国际马拉松,https://www.djivideos.com/video_play/31d0700f-403a-4c7d-954e-5205e64378f9
17,110,125,383,57,6,1,05:15,Clips May-Dec 2015,https://www.djivideos.com/video_play/310237ff-a407-4d42-9e25-af3e08a86cdf
11,300,358,4395,292,73,19,01:20,"Trebarwith strand at low tide, Cornwall.",https://www.djivideos.com/video_play/710dd47d-4a42-4d43-8ba8-b712501cea6a
11,300,358,337,15,2,0,00:25,Padstow Cliffs,https://www.djivideos.com/video_play/fc953e8b-0a00-4a79-9368-4086bb73d349
195,7430,6033,5866,227,57,8,01:22,Shanghai Yan'an Elevated Road,https://www.djivideos.com/video_play/4c9a4f95-48f0-4fcf-817c-c84757184b66
67,801,633,300,5,0,0,00:15,EDC Brasil 2015 4k,https://www.djivideos.com/video_play/d323a5ab-d730-4ee9-a884-98b23f9a3041
195,7430,6033,3870,34,13,5,02:02,Shanghai Yixian Elevated Road,https://www.djivideos.com/video_play/b63924f1-0f4a-410e-b456-c633d730dd53
38,2,56,143,0,0,0,01:06,航拍天府新区-天眼智航第一镜,http://player.youku.com/embed/XMTM4MzI1NjYxNg==?isAutoPlay=1
38,15,106,105,5,0,0,07:36,风吹杏浪之醉美腾冲,https://www.djivideos.com/video_play/8d53b9f6-b7e7-4d45-a1de-3b8b73122a6a
4,2,50,240,0,0,1,01:13,北部湾海洋公园,https://www.djivideos.com/video_play/e06eca28-6b8d-4939-b5b7-1804466ed8c7
3,18,116,327,5,0,0,00:15,National House of Organ and Chamber Music,https://www.djivideos.com/video_play/ea573b8f-1d1b-4c33-8cd3-8a6606ee5954
107,13,614,137,0,0,1,03:25,長洲.mov,https://www.djivideos.com/video_play/a2b5f15e-15a3-46f5-860d-fb5ac6683038
11,113,189,849,95,8,8,01:38,Xmas Tree Yaletown,https://www.djivideos.com/video_play/47f5d2f0-0bf9-4c3b-854f-507af8555e4a
9,447,512,4285,221,25,5,01:49,Tanzania Revisited,https://www.djivideos.com/video_play/eb1bc9ea-bd32-4a5f-8df0-4cb724b81aaf
6,82,218,528,76,4,2,02:04,"Kek Lok Si, Penang, Malaysia",https://www.djivideos.com/video_play/d1957c32-dbf3-4266-8d8a-34cbdd92b8eb
42,67,181,435,29,6,1,01:42,"The Old Fort, Shoreham Beach, Sussex UK.",https://www.djivideos.com/video_play/eb58f2eb-86d2-4f0a-9a65-4d909563c5a4
4,926,276,7103,431,105,16,03:31,CROATIA I Impressions I DJI I 4K,https://www.djivideos.com/video_play/9b1bf33f-2054-48d0-9237-b55a0636f743
30,32,490,446,8,0,0,02:59,Bautiful Mandeh Padang,https://www.djivideos.com/video_play/d78e773b-9477-4646-803a-3f94169c3278
12,96,186,807,85,7,5,03:17,情迷巴拉望俯瞰美人鱼,https://www.djivideos.com/video_play/3cc8f6dc-1d3a-4662-80aa-99b695a0585a
